Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-02-20 00:00:00-05:00,7.78660687250398,7.874986251522218,7.377820548541207,7.685281753540039,810052000,0.0,0.0
2020-02-21 00:00:00-05:00,7.573002323123498,7.598146869223025,7.236164268428729,7.32105827331543,768180000,0.0,0.0
2020-02-24 00:00:00-05:00,6.726550261165262,7.017331521390516,6.672028863906741,6.803477764129639,856916000,0.0,0.0
2020-02-25 00:00:00-05:00,6.878663083766325,6.940653345744052,6.422077272699808,6.523900508880615,1055496000,0.0,0.0
2020-02-26 00:00:00-05:00,6.52414965278859,6.857502364875955,6.522656260445451,6.663316249847412,747732000,0.0,0.0
2020-02-27 00:00:00-05:00,6.349691581873263,6.6511091252555685,6.199979396341777,6.292397499084473,906416000,0.004,0.0
2020-02-28 00:00:00-05:00,6.039804960807988,6.78712058671595,6.023115052467999,6.727584362030029,1133252000,0.0,0.0
2020-03-02 00:00:00-05:00,6.897723103184725,6.91491142275694,6.501645798199364,6.886014938354492,890744000,0.0,0.0
2020-03-03 00:00:00-05:00,6.941814303201296,7.001599490313207,6.538014727936556,6.623457908630371,652792000,0.0,0.0
2020-03-04 00:00:00-05:00,6.730824067718114,7.096759651124031,6.656092206544067,7.08729362487793,597408000,0.0,0.0
2020-03-05 00:00:00-05:00,6.887759038719805,7.0546595502968055,6.763206432322953,6.807796478271484,540328000,0.0,0.0
2020-03-06 00:00:00-05:00,6.628192183854788,6.685735718620198,6.426915009073002,6.627195835113525,515412000,0.0,0.0
2020-03-09 00:00:00-04:00,5.976033035218068,6.461788311967012,5.933187200189585,6.11403751373291,614160000,0.0,0.0
2020-03-10 00:00:00-04:00,6.390544861684652,6.503638744354248,6.127739265412569,6.503638744354248,580648000,0.0,0.0
2020-03-11 00:00:00-04:00,6.363642741477302,6.392040820436532,6.042546177251704,6.139697074890137,499964000,0.0,0.0
2020-03-12 00:00:00-04:00,5.616324854696236,5.8818709531180025,5.375689367456533,5.388393878936768,816540000,0.0,0.0
2020-03-13 00:00:00-04:00,5.741875759107956,6.003934490620265,5.470600445132963,5.99945068359375,634836000,0.0,0.0
2020-03-16 00:00:00-04:00,5.291243400431755,5.632268767774696,4.832640822497974,4.892426013946533,726972000,0.0,0.0
2020-03-17 00:00:00-04:00,5.004773092090757,5.501738236486458,4.7579100022747225,5.412309169769287,833632000,0.0,0.0
2020-03-18 00:00:00-04:00,4.984596432526563,5.2297158281595655,4.500834146316533,5.0523529052734375,874268000,0.0,0.0
2020-03-19 00:00:00-04:00,5.030929082517872,5.398857808850324,4.817446285131416,5.30519437789917,765512000,0.0,0.0
2020-03-20 00:00:00-04:00,5.455404109446859,5.737391205016616,5.1098953931564095,5.125339984893799,804636000,0.0,0.0
2020-03-23 00:00:00-04:00,5.1243428328740706,5.392629523552924,4.945236229103702,5.298218250274658,643876000,0.0,0.0
2020-03-24 00:00:00-04:00,5.704509166078749,6.293892369267523,5.680844342374413,6.207203388214111,1101644000,0.0,0.0
2020-03-25 00:00:00-04:00,6.322290441921385,6.522072845053635,6.069697757358322,6.118522644042969,793432000,0.0,0.0
2020-03-26 00:00:00-04:00,6.325777648596913,6.532037022693763,6.227630417479036,6.40798282623291,696108000,0.0,0.0
2020-03-27 00:00:00-04:00,6.227630747488496,6.554456877535488,6.194748864743846,6.2956366539001465,638828000,0.0,0.0
2020-03-30 00:00:00-04:00,6.361150580525666,6.625202449902518,6.317058946170579,6.61598539352417,602252000,0.0,0.0
2020-03-31 00:00:00-04:00,6.656092403954627,6.860359117117508,6.420688008292266,6.566414833068848,949960000,0.0,0.0
2020-04-01 00:00:00-04:00,6.368374496985527,6.514848189437462,6.010410260329123,6.054999828338623,656912000,0.0,0.0
2020-04-02 00:00:00-04:00,6.084145239754935,6.3770930978110725,6.036068214514812,6.363890647888184,675764000,0.0,0.0
2020-04-03 00:00:00-04:00,6.3262763731236715,6.36787690075576,5.9384197292098895,6.075925827026367,663212000,0.0,0.0
2020-04-06 00:00:00-04:00,6.358161669354053,6.722851885838275,6.300618139342483,6.685984134674072,727884000,0.0,0.0
2020-04-07 00:00:00-04:00,6.907686978881598,6.931352276611925,6.409476586316657,6.452571868896484,784520000,0.0,0.0
2020-04-08 00:00:00-04:00,6.561680920456541,6.674774815395127,6.49168231495453,6.649864196777344,542444000,0.0,0.0
2020-04-09 00:00:00-04:00,6.77566330651409,6.798580754919708,6.487199177876424,6.550222873687744,525564000,0.0,0.0
2020-04-13 00:00:00-04:00,6.490437538365158,6.730824149055021,6.402005286281269,6.722105503082275,398408000,0.0,0.0
2020-04-14 00:00:00-04:00,6.850394900759433,7.107471435861543,6.822744200683098,7.0733442306518555,530948000,0.0,0.0
2020-04-15 00:00:00-04:00,6.905196214417297,7.078822670323194,6.8598592640862055,6.995870590209961,366148000,0.0,0.0
2020-04-16 00:00:00-04:00,7.151312770670126,7.4482460551488385,7.138110319316644,7.34113073348999,745620000,0.0,0.0
2020-04-17 00:00:00-04:00,7.423334173339891,7.444757329048395,7.147824095151318,7.2818427085876465,539120000,0.0,0.0
2020-04-20 00:00:00-04:00,7.155299351639424,7.311239099531653,7.106225492512024,7.150566101074219,449388000,0.0,0.0
2020-04-21 00:00:00-04:00,7.0324898266426485,7.093769309041945,6.653849770858671,6.713634967803955,735160000,0.0,0.0
2020-04-22 00:00:00-04:00,6.905943792774643,7.170992012320621,6.860357872764677,7.128145694732666,483356000,0.0,0.0
