Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,3.2397128024247657,3.4341351085744947,3.2250815177585466,3.3780899047851562,508752000,73.26000213623047,77.66799926757812,73.04650115966797,76.95649719238281,159662000,93.83073788618363,95.90434241328335,93.25578253082767,95.31053924560547,35329300,36.94446185817818,37.889005195870084,36.7870373619735,37.667179107666016,148158800,128.49915167841348,136.98671903977979,128.07078008019536,135.16368103027344,28146200,50.64652254619742,52.42762521571366,50.603677224683864,52.105281829833984,30652000
2019-01-03,3.317829133797488,3.351803487607436,3.1665566413551005,3.1739962100982666,705552000,76.00050354003906,76.9000015258789,74.85549926757812,75.01399993896484,139512000,94.3491471362509,94.43398027992403,91.61575378129258,91.80426788330078,42579100,34.342206921445,34.75723422012453,33.86993698814538,33.91525650024414,365248800,134.17746451708447,136.64802307898776,130.62104219628543,131.2386932373047,22717900,51.86364606489749,52.65978521444579,50.52196650628477,50.62111282348633,36822000
2019-01-04,3.2471520694999643,3.4155357533440918,3.216401683992916,3.3773458003997803,585620000,76.5,79.69999694824219,75.91549682617188,78.76950073242188,183652000,93.99098048324404,96.62069286179864,93.24636596535272,96.07401275634766,44060600,34.473394125186296,35.43224829276365,34.2992750451496,35.363075256347656,234428400,133.50003947784327,137.47486160073385,133.24103434129094,137.425048828125,29002100,51.44465579292933,53.35030708040654,51.18697950604518,53.34383010864258,41878000
2019-01-07,3.4346312224892945,3.5930954160696635,3.383297564794559,3.556145191192627,709160000,80.1155014038086,81.72799682617188,79.45950317382812,81.47550201416016,159864000,95.80067201050299,97.3370241670401,95.17859346034524,96.19654083251953,35656100,35.46800939923407,35.499018239181424,34.80015104956512,35.28434753417969,219111200,137.03651741011265,138.3415298151105,135.39280251235795,137.524658203125,20089300,53.38319036800955,53.50774284026294,52.54918521971009,53.22824478149414,39638000
2019-01-08,3.6377333123115916,3.6399653957133737,3.3949532096839494,3.467613697052002,786016000,83.2344970703125,83.83049774169922,80.83049774169922,82.8290023803711,177628000,97.12023742758817,97.9968081733556,95.86664569172383,96.89402770996094,31514400,35.67314533765117,36.21220429826707,35.42508548038979,35.95698547363281,164101200,139.35767180087274,142.59530447889784,139.00899758602645,141.9876251220703,26263800,53.61286154500066,54.033849486988174,52.83665124819264,53.62133026123047,35298000
2019-01-09,3.5189473391425965,3.583176382569527,3.468357939070385,3.535810708999634,617260000,82.64900207519531,83.38999938964844,82.06999969482422,82.97100067138672,126976000,97.89313022004703,98.85452694272102,97.30874730794167,98.27957153320312,32280800,36.08579128285842,36.85859957931004,35.68984972880673,36.567604064941406,180396400,142.4060243880133,144.1493650525763,140.7324246463805,143.68115234375,22205900,53.88887015783961,53.937694511437904,53.129099358385034,53.54062271118164,23986000
2019-01-10,3.516466823913059,3.6102060333233226,3.4559576972703163,3.6015264987945557,523156000,82.05049896240234,83.1624984741211,81.08100128173828,82.81099700927734,130154000,97.28989766991145,97.78944743151938,96.49815286219003,97.64806365966797,30067600,36.37439738697707,36.72502301688656,35.983223685249385,36.68447494506836,143122800,142.53552727192752,144.00989104523853,140.30404586310596,143.65126037597656,16125000,53.19187657681907,53.36575134202293,52.69616016857261,53.32489776611328,29128000
2019-01-11,3.579208335743355,3.7136179337685746,3.551433819236047,3.690803050994873,874764000,82.02749633789062,83.0145034790039,81.81099700927734,82.02799987792969,93724000,97.26162119775915,97.49725841768506,95.80066755778766,96.89402770996094,28314200,36.46503260152564,36.6606176122784,36.13825688574314,36.324302673339844,108092800,142.60525672157422,144.80685356561833,142.02747720666335,143.25279235839844,12908000,52.968680999799766,52.99832531012975,52.23631183232449,52.67025375366211,30416000
2019-01-14,3.6384776879817387,3.7560239222304066,3.6149187762073187,3.730729103088379,730168000,80.75,82.41000366210938,79.75749969482422,80.8604965209961,120118000,96.04574237463721,96.9600160346143,95.44251160351217,96.18712615966797,28437100,35.98084691352754,36.08102516483244,35.592057030970075,35.77810287475586,129756800,141.45964680505264,146.01226386125325,140.73242893331408,144.8367462158203,20520300,52.15859358018757,52.388267623360655,51.87635875538802,52.04749298095703,22886000
2019-01-15,3.763462755290877,3.8028929137847602,3.6982420794514623,3.7165932655334473,617012000,81.5999984741211,83.75800323486328,81.30049896240234,83.72799682617188,119970000,96.62067879839721,99.01475359590484,96.02686845642928,98.97705078125,31587600,35.842502113611935,36.58668543964346,35.79002727502903,36.51036071777344,114843600,145.45437918978237,150.1066065032322,145.43446624078132,148.38319396972656,24069000,52.32050363221333,53.80915416602692,52.179511672058936,53.6646728515625,29272000
2019-01-16,3.7438720069260225,3.77685424194429,3.685594956574478,3.6910505294799805,470104000,84.21099853515625,85.25,83.79399871826172,84.18900299072266,127338000,99.21270439246406,100.15525334153267,98.92993683131235,99.3258056640625,29853900,36.51274559172934,37.18060421377019,36.49366350086684,36.95639419555664,122278800,148.43299696220393,149.08051737872955,146.44060774123474,146.97854614257812,18025700,53.806665495052755,54.423201724266086,53.773782701259066,53.8549919128418,26636000
2019-01-17,3.658068212010733,3.8023970596599237,3.630789402099647,3.7624709606170654,493436000,84.0,85.00849914550781,83.875,84.66100311279297,84178000,98.96762762861644,100.50397964015869,98.741417921824,100.02328491210938,28393000,36.77988566528837,37.605168764223066,36.55567565877573,37.17583084106445,119284800,146.3907879978945,148.43298989226142,145.94250348467315,147.73565673828125,15787900,53.780259898337725,54.39455351674884,53.48282854645377,54.29989242553711,24854000
2019-01-18,3.812315888092983,3.9177107338812602,3.7607343883660556,3.891671895980835,651336000,85.5999984741211,85.80999755859375,84.5770034790039,84.80999755859375,120410000,101.28629729970486,101.70102108969705,99.82535091500166,101.52193450927734,37427600,37.56700416186809,37.657643177830934,37.204451737553185,37.40481185913086,135004000,149.18013492496357,151.84992904163107,147.9847044965942,149.46902465820312,31029600,54.8030904654934,55.21919411403272,54.349717619870574,54.716400146484375,39112000
2019-01-22,3.8614184535814546,3.8730738643463223,3.6590603918557085,3.689314842224121,661552000,84.05000305175781,84.09349822998047,80.51000213623047,81.6084976196289,128336000,100.6170933017627,100.94698397273334,98.83567648744389,99.60856628417969,32371300,37.307027101535304,37.383351840220506,36.40303152459061,36.56522750854492,121576000,148.6322403295151,150.9533757129271,145.8130076157758,147.00845336914062,22378700,54.20523727534482,54.38010791195814,52.98312696182237,53.33436584472656,32270000
2019-01-23,3.7446159837249957,3.833395569520284,3.670963622006598,3.702209949493408,591020000,82.80000305175781,82.87149810791016,80.5999984741211,82.0009994506836,104504000,100.02328349729119,100.89042668696068,99.28808937623037,100.57938385009766,25874300,36.767955347001276,37.00409209177719,36.183580504575076,36.713096618652344,92522400,147.71573529437453,148.233760746864,142.51559822328255,143.75088500976562,20098400,53.67464626841741,54.052287200018625,52.79779574111763,53.58596420288086,19340000
