Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
2020-02-20 00:00:00-05:00,78.29554123010857,78.78575023333428,77.22289659591061,77.73009490966797,100566000,0.0,0.0,2020-02-20 00:00:00-05:00
2020-02-21 00:00:00-05:00,77.32238890983989,77.76649566805042,75.35183643347615,75.97066497802734,129554000,0.0,0.0,2020-02-21 00:00:00-05:00
2020-02-24 00:00:00-05:00,72.13877707909086,73.8181119648714,70.19006459555902,72.3620376586914,222195200,0.0,0.0,2020-02-24 00:00:00-05:00
2020-02-25 00:00:00-05:00,73.03425797216033,73.41768758581995,69.4377529242665,69.91097259521484,230673600,0.0,0.0,2020-02-25 00:00:00-05:00
2020-02-26 00:00:00-05:00,69.53481005262495,72.28921804434103,69.52752997923261,71.02000427246094,198054800,0.0,0.0,2020-02-26 00:00:00-05:00
2020-02-27 00:00:00-05:00,68.21708245275049,69.4062083168437,66.2416714304022,66.37757110595703,320605600,0.0,0.0,2020-02-27 00:00:00-05:00
2020-02-28 00:00:00-05:00,62.431625307107254,67.56428659945458,62.21563736129434,66.33875274658203,426510000,0.0,0.0,2020-02-28 00:00:00-05:00
2020-03-02 00:00:00-05:00,68.50343166746465,73.15316245707646,67.39681595785085,72.5149154663086,341397200,0.0,0.0,2020-03-02 00:00:00-05:00
2020-03-03 00:00:00-05:00,73.69435237651876,73.77443320656704,69.35767141404621,70.21190643310547,319475600,0.0,0.0,2020-03-03 00:00:00-05:00
2020-03-04 00:00:00-05:00,71.93976087414214,73.62880458228122,71.13649400429283,73.46863555908203,219178400,0.0,0.0,2020-03-04 00:00:00-05:00
2020-03-05 00:00:00-05:00,71.71650028960082,72.69449642985231,70.71909308665877,71.08554077148438,187572800,0.0,0.0,2020-03-05 00:00:00-05:00
2020-03-06 00:00:00-05:00,68.43548440571074,70.5759151634938,68.24862422437134,70.14151763916016,226176800,0.0,0.0,2020-03-06 00:00:00-05:00
2020-03-09 00:00:00-04:00,64.00659319733327,67.48660954634035,63.82458392757783,64.59387969970703,286744800,0.0,0.0,2020-03-09 00:00:00-04:00
2020-03-10 00:00:00-04:00,67.25606172575357,69.51297346708441,65.37044115282052,69.24602508544922,285290000,0.0,0.0,2020-03-10 00:00:00-04:00
2020-03-11 00:00:00-04:00,67.31674360006403,68.24620108036899,65.97472137640763,66.8410873413086,255598800,0.0,0.0,2020-03-11 00:00:00-04:00
2020-03-12 00:00:00-04:00,62.11127620771815,65.52334303397203,60.184403971944676,60.24021911621094,418474000,0.0,0.0,2020-03-12 00:00:00-04:00
2020-03-13 00:00:00-04:00,64.28325788918951,67.93072375869788,61.38566570157223,67.4574966430664,370732000,0.0,0.0,2020-03-13 00:00:00-04:00
2020-03-16 00:00:00-04:00,58.71619032815072,62.87327957704444,58.24296696218062,58.77928924560547,322423600,0.0,0.0,2020-03-16 00:00:00-04:00
2020-03-17 00:00:00-04:00,60.06549231026202,62.5165485741774,57.854685943845006,61.363826751708984,324056000,0.0,0.0,2020-03-17 00:00:00-04:00
2020-03-18 00:00:00-04:00,58.18716067125561,60.66976647872835,57.54405892478789,59.86164474487305,300233600,0.0,0.0,2020-03-18 00:00:00-04:00
2020-03-19 00:00:00-04:00,60.036365596883776,61.35896558109421,58.87636011980493,59.40297317504883,271857200,0.0,0.0,2020-03-19 00:00:00-04:00
2020-03-20 00:00:00-04:00,59.98539913252844,61.11385881136198,55.330817248448476,55.63174057006836,401693200,0.0,0.0,2020-03-20 00:00:00-04:00
2020-03-23 00:00:00-04:00,55.35022316814183,55.45214789716105,51.595978985823706,54.44988250732422,336752800,0.0,0.0,2020-03-23 00:00:00-04:00
2020-03-24 00:00:00-04:00,57.359609676283746,60.10916324280381,56.85969151927787,59.912593841552734,287531200,0.0,0.0,2020-03-24 00:00:00-04:00
2020-03-25 00:00:00-04:00,60.85176020184459,62.67185273031452,59.286481367958,59.582550048828125,303602000,0.0,0.0,2020-03-25 00:00:00-04:00
2020-03-26 00:00:00-04:00,59.82523808416542,62.77621240154902,59.78640854897909,62.71797180175781,252087200,0.0,0.0,2020-03-26 00:00:00-04:00
